Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
Remedial Math 102 - 1 Mastering the Fundamental Concepts,"In this ongoing math class the student will review the concepts of addition, subtraction, multiplication, division, multiplication, division, fractions, percentages, decimals, measurements, and algebra.",https://outschool.com/classes/remedial-math-102-1-mastering-the-fundamental-concepts-aey9byVh,4.5,31,351,Mrs. Carol Jean McDonald,https://outschool.com/teachers/Carol-Jean-Mcdonald,4.6,61,12-17,1-16,$9
Sixth Grade/ Seventh Grade Full Curriculum for Math with a Certified Teacher,"This ongoing, year long course will cover the 6th/ 7th grade Math Common Core Standards. All learners are welcome ( advance, neurodiverse, and ESL) #academic",https://outschool.com/classes/sixth-grade-seventh-grade-full-curriculum-for-math-with-a-certified-teacher-DD8aG3U7,4.9,18,137,"Karen Diaz, M.S.Ed",https://outschool.com/teachers/Karen-Mc-Gougain-Diaz,4.9,144,10-14,1-13,$22
Private Math Tutoring,"In this one time class, your child will work a specific math skill they need help in. # confidence",https://outschool.com/classes/private-math-tutoring-jCmUxKdP,4.9,162,502,Rachel Cooper,https://outschool.com/teachers/Rachel-Cooper,4.9,205,5-11,1,$28
Hands-On Montessori Inspired Advanced Math Level A (for Kindergarten and 1st Grade) 2x a Week With Manipulatives,"In this ongoing class, students use Montessori manipulatives to explore number sense to 999 and solve problems. Students use higher level thinking skills as they explore place value, addition and subtraction, time, money, and more.",https://outschool.com/classes/hands-on-montessori-inspired-advanced-math-level-a-for-kindergarten-and-1st-grad-MRsvgWEo,5,11,64,"Amy Tucker, M.Ed.",https://outschool.com/teachers/Amy-20200617,5,92,4-7,3-7,$34
4B Singapore Math Methods: Advanced Math Techniques (Ongoing),"We will learn grade 4 Singapore Math 4B topics like numbers up to 10,000, factors, fractions, and basic geometry. Students strengthen their understanding of advanced math. Great foundation for competition math. #academic",https://outschool.com/classes/4b-singapore-math-methods-advanced-math-techniques-ongoing-zAS5QSzy,5,4,34,Tampa Bay Test Prep,https://outschool.com/teachers/Tampa-Bay-Test-Prep,4.8,247,7-10,3-8,$22
Converting Fractions Decimals and Percents - Fractions,We will discuss Fractions and practice operations with them - Entry Level,https://outschool.com/classes/converting-fractions-decimals-and-percents-fractions-SYxWBKas,N/A,N/A,2,MsVRichardson,https://outschool.com/teachers/Our-Others-Keeper-Health-and-Wellness,N/A,N/A,10-13,5-10,$20
"You Can Solve It! - 2nd/3rd Grade Math - Addition, Subtraction, & Multiplication","In this ongoing course, students will learn multiple mental math strategies to build the confidence to tackle any problem, while also engaging in social activities like sharing, discussing books, and games.",https://outschool.com/classes/you-can-solve-it-2nd3rd-grade-math-addition-subtraction-multiplication-9ZgHdniz,5,8,50,Ashley M (M.A. Teaching) she/her,https://outschool.com/teachers/Ashley-Moore,4.9,56,7-10,3-6,$12
Mastering Pre-Algebra And Algebra Essentials,Master essential skills in Algebra in order to cement a strong foundation in mathematics.,https://outschool.com/classes/mastering-pre-algebra-and-algebra-essentials-vmry883l,4.9,219,1069,Fernando Millan,https://outschool.com/teachers/Fernando-Millan,4.9,874,10-15,3-6,$160
"Sixth & Seventh Grade Math in an Inclusive, Small Group Setting w/ Kahoot","In this ongoing class, we will learn and practice middle school (6th and 7th grade) math concepts such as fractions, ratios, proportions, geometry, multiplication and division, pre-algebra, word problems, and so much more!",https://outschool.com/classes/sixth-seventh-grade-math-in-an-inclusive-small-group-setting-w-kahoot-G83JDwCf,4.7,6,53,"April Moser, M.Ed.",https://outschool.com/teachers/April-Moser,4.9,87,11-14,4-9,$38
Math Olympiad: Preparing for Competitive Math Contests for Ages 8-12,Help your child reach their math potential and prepare for competitive math contests with Math Olympiad for ages 8-12! #builder,https://outschool.com/classes/math-olympiad-preparing-for-competitive-math-contests-for-ages-8-12-TADfBr4Q,4.5,4,37,Math Planets,https://outschool.com/teachers/MathPlanets,4.8,128,8-12,1-4,$64
A Pre-K Math Dinosaur Adventure: Ongoing Preschool Math Concepts,"In this 1x/week ongoing course, students will follow the Dinosaur Friends on an adventure while practicing counting, number recognition, patterns, shapes, bar graphs and more! #academic #pre-k #math",https://outschool.com/classes/a-pre-k-math-dinosaur-adventure-ongoing-preschool-math-concepts-Stsu8KIy,4.8,59,590,The Dinosaur Friends Academy,https://outschool.com/teachers/The%20Dinosaur-Friends-Academy,4.8,253,3-5,2-7,$13
"Homeschool 5th Grade Full Curriculum: Individualized, STEM, and Project-Based","In this STEM Focused and Project Based ongoing course, students will learn Math skills, Language Arts, Reading Comprehension Skills, and make friends. 5th Grade creatively designed curriculum by Kind Academy©️",https://outschool.com/classes/homeschool-5th-grade-full-curriculum-individualized-stem-and-project-based-0vdmjIdT,4.4,13,157,Kind Academy-Online MicroSchool for Future Leaders,https://outschool.com/teachers/kindacademy,4.9,651,9-12,3-10,$60
Pre-Algebra Class. Certified Math Teacher MA. Ed Mathematics!,In this ongoing class students will learn everything they need to know about Pre-algebra.,https://outschool.com/classes/pre-algebra-class-certified-math-teacher-ma-ed-mathematics-ykbbWWEO,5,1,26,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,11-16,1-6,$13
"Homeschool 4th Grade Curriculum: Individualized, STEM, and Project-Based","In this STEM Focused and Project Based ongoing course, students will learn Math skills, Language Arts, Reading Comprehension Skills, and make friends. 4th Grade creatively designed curriculum by Kind Academy©️",https://outschool.com/classes/homeschool-4th-grade-curriculum-individualized-stem-and-project-based-Jcm3XYSp,4.5,11,74,Kind Academy-Online MicroSchool for Future Leaders,https://outschool.com/teachers/kindacademy,4.9,651,8-11,3-9,$60
1st Grade Full Homeschool Curriculum (3 Times a Week),"In this first-grade on-going class, students will receive a full first-grade experience through Science, Math, Social Studies, English, Writing, and Reading. This class is perfect for students entering the first-grade. #academic",https://outschool.com/classes/1st-grade-full-homeschool-curriculum-3-times-a-week-nWzOcAHX,5,10,100,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,6-11,3-8,$40
Multipli-CAT-ion: A Multiplication Facts Practice and Review Game,"In this weekly ongoing class, students will take part in a cat-themed game show competition to review and practice their multiplication tables (times tables).",https://outschool.com/classes/multipli-cat-ion-a-multiplication-facts-practice-and-review-game-JiZuoW3y,4.9,36,253,Ms. Jericha's Mathprov Academy,https://outschool.com/teachers/Jericha-Roberson,4.9,197,7-12,2-8,$10
Master Algebra 1 Full Curriculum In 10 Weeks!,"In this class students will learn Algebra 1 concepts, how to solve different questions and master full curriculum in engaging way. Best fit for students who are going to take or review Algebra 1. #academic",https://outschool.com/classes/master-algebra-1-full-curriculum-in-10-weeks-hUaTPc5k,5,7,58,Learnish,https://outschool.com/teachers/Learnish,4.6,767,10-15,3-8,$399
2nd Grade Full Homeschooled Curriculum (3 Times A Week),"In this homeschool class, students will receive a full second grade experience through Science, Math, Social Studies, English, Writing, and Reading. Students will be taught by a certified teacher and a homeschool teacher. #academic",https://outschool.com/classes/2nd-grade-full-homeschooled-curriculum-3-times-a-week-sP7jTpC8,4.8,17,101,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,5-8,5-10,$45
One-On-One Singapore Math Class (Grade 1 To 6),This one-on-one Mathematics class follows the Singapore Ministry of Education Standard and topics to help learners master and advance Math at their own pace.,https://outschool.com/classes/one-on-one-singapore-math-class-grade-1-to-6-mrJFaNmJ,4.7,84,621,Mentorhood Mathematics,https://outschool.com/teachers/Mentorhood-Learning-Center,4.8,287,6-12,1,$24
The Hardest Math SAT Questions Ever,This class created for students who want to receive the highest possible score on Math portion of SAT test. I will review 5 to 15 problems per session encouraging students to think aloud and use previous knowledge.,https://outschool.com/classes/the-hardest-math-sat-questions-ever-OzTnG3R5,4.8,17,126,Alla Rada Russian/SAT Teacher,https://outschool.com/teachers/Alla-Rada,4.9,99,14-18,3-7,$31
5th Grade Full Curriculum Math with a Licensed Teacher - (2 times per week),"In this ongoing class, students will learn fifth-grade math with games and an interactive classroom environment. Students will learn, laugh and grow their math skills with the support of a 14 year veteran math teacher.",https://outschool.com/classes/5th-grade-full-curriculum-math-with-a-licensed-teacher-2-times-per-week-Y2HEzlG2,5,18,207,"Jennifer Boham, Licensed Math Teacher",https://outschool.com/teachers/Mrs-Boham,4.9,194,9-12,1-13,$40
Math Talks: Friendly Tens and Basic Facts,Math talks build mental math strategies and improves confidence when solving problems. This ongoing class focuses on friendly tens and breaking apart numbers to solve one and two-digit addition and subtraction problems. #academic,https://outschool.com/classes/math-talks-friendly-tens-and-basic-facts-o7jVIV7c,5,3,22,Click Tutoring and Learning,https://outschool.com/teachers/Click-Tutoring-and-Learning,4.8,47,5-7,3-5,$10
High School Algebra (Algebra I) Fall 2023 Session,Generally the equivalent of high school Algebra I,https://outschool.com/classes/high-school-algebra-algebra-i-fall-2023-session-eqw5847o,4.8,26,166,Fernando Millan,https://outschool.com/teachers/Fernando-Millan,4.9,874,12-16,4-12,$320
Geometry Full Year Course,This is an ongoing class that will following the Geometry Curriculum as is outlined through out a regular Geometry Course.,https://outschool.com/classes/geometry-full-year-course-6tKiTVF9,4.5,4,43,Gail Dykhuis,https://outschool.com/teachers/Gail-Dykhuis,4.9,256,12-16,3-12,$30
6A Singapore Math Methods: Advanced Math Techniques (Ongoing),"In this ongoing class, we will learn grade 6 Singapore Math 6A topics like fractions, ratios, algebra, and geometry. Students strengthen their understanding of advanced math. Great foundation for competition math. #academic",https://outschool.com/classes/6a-singapore-math-methods-advanced-math-techniques-ongoing-j9wzCIRq,5,1,13,Tampa Bay Test Prep,https://outschool.com/teachers/Tampa-Bay-Test-Prep,4.8,247,9-12,3-8,$22
"50 Min 1:1 Private Math Tutoring:K-12,Algebra-1&2,Geo,Trig(1X/Week+One-Time)","Instant Math Help Class-One time class or 1X/Week(with 15-30 minutes notice), learners will master math skills such as K-12,Pre Algebra,Algebra-1&2,Geometry & Trigonometry.[PLEASE SEND ME A MESSAGE TO BOOK THE TIME FOR HELP ON THE SAME DAY]",https://outschool.com/classes/50-min-11-private-math-tutoringk-12algebra-12geotrig1xweekone-time-bW4GKc9l,4.5,37,228,"Mahamudul Hasan, B.Eng Mechanical",https://outschool.com/teachers/Mahamudul-Hasan,4.8,192,3-18,1,$35
Full Fifth Grade Math Curriculum,"In this ongoing course, students can receive support in a variety of fifth grade math topics. This ongoing, year long course will cover the 5th grade Math Common Core Standards. This class provides feedback, worksheets, videos throughout the week, and practice. We will meet once a week. #academic..",https://outschool.com/classes/full-fifth-grade-math-curriculum-ybocNLde,5,5,52,"Karen Diaz, M.S.Ed",https://outschool.com/teachers/Karen-Mc-Gougain-Diaz,4.9,144,8-13,1-8,$14
"Mastering Multiplication Facts Times Tables | Strategies, Tips, Tricks, Stories, & Games","Learners will memorize the multiplication times tables following a research-based proven strategy using association, visualization & mnemonics. The numbers come alive (visualization) and create memorable stories (association) that help us remember our facts! We'll also learn many hints & tricks all leading to long term retention. Class ends with a game of Blooket!",https://outschool.com/classes/mastering-multiplication-facts-times-tables-8knlR8fh,4.7,9,159,Leaves of Learning Academy,https://outschool.com/teachers/Leaves-of-Learning-Academy,4.8,578,7-11,1-12,$10
7-8 Competition Math: Advanced Middle School Problems from AMC 8 (Ongoing),"In this ongoing class, we will enhance students' logical problem-solving and techniques using AMC 8 problems. #academic",https://outschool.com/classes/7-8-competition-math-advanced-middle-school-problems-from-amc-8-ongoing-WhZt4ayL,4.6,22,155,Tampa Bay Test Prep,https://outschool.com/teachers/Tampa-Bay-Test-Prep,4.8,247,12-14,6-10,$22
Wild and Unstructured 5th Grade Full Curriculum Ongoing,In this ongoing course learners can get a complete 5th grade curriculum.,https://outschool.com/classes/wild-and-unstructured-5th-grade-full-curriculum-ongoing-xtj5Zhuq,5,4,38,Wild and Unstructured Learning,https://outschool.com/teachers/Ms-Tiara,4.8,812,9-12,2-8,$96
